"xref_state_id","code"
16,62675
16,62677
16,62690
16,62692
16,62988
10,63000
10,63100
10,63200
10,63300
10,64000
10,68000
10,68100
6,69000
5,70000
5,70100
5,70200
5,70300
5,70400
5,70450
5,71000
5,71200
5,71400
5,71700
5,71760
5,71800
5,71900
5,71950
5,72120
5,73000
5,73200
5,73400
4,75000
4,75050
4,75100
4,75150
4,75200
4,75250
4,75260
4,75300
4,75350
4,75400
4,75450
4,75460
4,75500
4,75502
4,75503
4,75504
4,75505
4,75506
4,75508
4,75510
4,75512
4,75514
4,75516
4,75517
4,75518
4,75519
4,75532
4,75536
4,75538
4,75540
4,75542
4,75546
4,75550
4,75551
4,75552
4,75560
4,75564
4,75566
4,75570
4,75572
4,75576
4,75578
4,75582
4,75584
4,75586
4,75590
4,75592
4,75594
4,75596
4,75600
4,75604
4,75606
4,75608
4,75609
4,75610
4,75612
4,75618
4,75620
4,75622
4,75626
4,75628
4,75630
4,75632
4,75646
4,75648
4,75662
4,75670
4,75672
4,75673
4,75674
4,75676
4,75690
4,75700
4,75710
4,75720
4,75730
4,75740
4,75750
4,75760
4,75900
4,75902
4,75904
4,75906
4,75908
4,75910
4,75912
4,75914
4,75916
4,75918
4,75990
4,76100
4,76109
4,76200
4,76300
4,76400
4,76409
4,76450
4,77000
4,77007
4,77008
4,77009
4,77100
4,77109
4,77200
4,77300
4,77309
4,77400
4,77409
4,77500
4,78000
4,78009
4,78100
4,78200
4,78300
4,78307
4,78309
1,79000
1,79200
1,79576
1,79592
1,79601
1,79603
1,79605
1,79606
1,79612
1,79626
1,79630
1,79632
1,79646
1,79658
1,79660
1,79680
1,79681
1,79683
1,80000
1,80050
1,80100
1,80150
1,80200
1,80250
1,80300
1,80350
1,80400
1,80500
1,80506
1,80508
1,80516
1,80519
1,80534
1,80536
1,80542
1,80546
1,80558
1,80560
1,80564
1,80568
1,80578
1,80584
1,80586
1,80590
1,80592
1,80594
1,80596
1,80600
1,80604
1,80608
1,80620
1,80622
1,80628
1,80644
1,80648
1,80662
1,80664
1,80668
1,80670
1,80672
1,80673
1,80676
1,80700
1,80710
1,80720
1,80730
1,80900
1,80902
1,80904
1,80906
1,80908
1,80988
1,80990
1,81000
1,81100
1,81200
1,81300
1,81310
1,81400
1,81440
1,81450
1,81500
1,81550
1,81600
1,81700
1,81750
1,81800
1,81850
1,81900
1,81920
1,81930
1,82000
1,82100
1,82200
1,82300
1,83000
1,83100
1,83200
1,83300
1,83400
1,83500
1,83600
1,83700
1,84000
1,84150
1,84200
1,84300
1,84400
1,84500
1,84600
1,84700
1,84800
1,84900
1,85000
1,85100
1,85200
1,85300
1,85400
1,86000
1,86100
1,86200
1,86300
1,86400
1,86500
1,86600
1,86700
1,86800
1,86810
1,86900
15,87010
15,87011
15,87012
15,87013
15,87014
15,87015
15,87016
15,87017
15,87018
15,87019
15,87020
15,87021
15,87022
15,87023
15,87024
15,87025
15,87026
15,87027
15,87028
15,87029
15,87030
15,87031
15,87032
15,87033
12,88000
12,88100
12,88200
12,88300
12,88400
12,88450
12,88460
12,88500
12,88502
12,88504
12,88505
12,88506
12,88508
12,88510
12,88512
12,88514
12,88516
12,88518
12,88520
12,88526
12,88527
12,88532
12,88534
12,88538
12,88540
12,88546
12,88550
12,88551
12,88552
12,88554
12,88556
12,88558
12,88560
12,88562
12,88564
12,88566
12,88568
12,88570
12,88572
12,88576
12,88580
12,88582
12,88586
12,88590
12,88592
12,88594
12,88596
12,88598
12,88600
12,88602
12,88604
12,88606
12,88608
12,88609
12,88610
12,88612
12,88614
12,88617
12,88618
12,88620
12,88621
12,88622
12,88624
12,88626
12,88628
12,88630
12,88632
12,88634
12,88644
12,88646
12,88648
12,88656
12,88658
12,88660
12,88661
12,88662
12,88670
12,88672
12,88673
12,88675
12,88676
12,88680
12,88690
12,88700
12,88721
12,88722
12,88723
12,88724
12,88725
12,88757
12,88758
12,88759
12,88760
12,88761
12,88762
12,88763
12,88764
12,88765
12,88766
12,88767
12,88768
12,88769
12,88770
12,88771
12,88772
12,88773
12,88774
12,88775
12,88776
12,88777
12,88778
12,88779
12,88780
12,88781
12,88782
12,88783
12,88784
12,88785
12,88786
12,88787
12,88788
12,88789
12,88790
12,88800
12,88801
12,88802
12,88803
12,88804
12,88805
12,88806
12,88807
12,88808
12,88809
12,88810
12,88811
12,88812
12,88813
12,88814
12,88815
12,88816
12,88817
12,88818
12,88819
12,88820
12,88821
12,88822
12,88823
12,88824
12,88825
12,88826
12,88827
12,88828
12,88829
12,88830
12,88831
12,88832
12,88833
12,88834
12,88835
12,88836
12,88837
12,88838
12,88839
12,88840
12,88841
12,88842
12,88843
12,88844
12,88845
12,88846
12,88847
12,88848
12,88849
12,88850
12,88851
12,88852
12,88853
12,88854
12,88855
12,88856
12,88857
12,88858
12,88860
12,88861
12,88862
12,88863
12,88865
12,88866
12,88867
12,88868
12,88869
12,88870
12,88871
12,88872
12,88873
12,88874
12,88875
12,88900
12,88901
12,88902
12,88903
12,88904
12,88905
12,88906
12,88988
12,88990
12,88991
12,88992
12,88993
12,88994
12,88995
12,88996
12,88997
12,88998
12,88999
12,89000
12,89007
12,89008
12,89009
12,89050
12,89057
12,89058
12,89059
12,89100
12,89107
12,89108
12,89109
12,89150
12,89157
12,89158
12,89159
12,89200
12,89207
12,89208
12,89209
12,89250
12,89257
12,89258
12,89259
12,89260
12,89300
12,89307
12,89308
12,89309
12,89500
12,89507
12,89508
12,89509
12,89600
12,89607
12,89608
12,89609
12,89650
12,89657
12,89658
12,89659
12,89700
12,89707
12,89708
12,89709
12,89720
12,89727
12,89728
12,89729
12,89740
12,89747
12,89748
12,89749
12,89760
12,89767
12,89768
12,89769
12,89800
12,89807
12,89808
12,89809
12,89850
12,89857
12,89858
12,89859
12,89900
12,89907
12,89908
12,89909
12,89950
12,89957
12,89958
12,89959
12,90000
12,90009
12,90100
12,90107
12,90109
12,90200
12,90300
12,90307
12,90400
12,90700
12,90701
12,90702
12,90703
12,90704
12,90705
12,90706
12,90707
12,90708
12,90709
12,90711
12,90712
12,90713
12,90714
12,90715
12,90716
12,90717
12,90718
12,90719
12,90720
12,90721
12,90722
12,90723
12,90724
12,90725
12,90726
12,90727
12,90728
12,90729
12,90730
12,90731
12,90732
12,90733
12,90734
12,90735
12,90736
12,90737
12,90738
12,90739
12,90740
12,90741
12,91000
12,91007
12,91008
12,91009
12,91010
12,91011
12,91012
12,91013
12,91014
12,91015
12,91016
12,91017
12,91018
12,91019
12,91020
12,91021
12,91022
12,91023
12,91024
12,91025
12,91026
12,91027
12,91028
12,91029
12,91030
12,91031
12,91032
12,91033
12,91034
12,91035
12,91100
12,91109
12,91110
12,91111
12,91112
12,91113
12,91114
12,91115
12,91116
12,91117
12,91118
12,91119
12,91120
12,91121
12,91122
12,91123
12,91124
12,91125
12,91126
12,91127
12,91128
12,91150
12,91200
12,91207
12,91209
12,91300
12,91307
12,91308
12,91309
13,93000
13,93010
13,93050
13,93100
13,93150
13,93200
13,93250
13,93300
13,93350
13,93400
13,93450
13,93500
13,93502
13,93503
13,93504
13,93505
13,93506
13,93507
13,93508
13,93514
13,93516
13,93517
13,93518
13,93519
13,93520
13,93527
13,93529
13,93532
13,93540
13,93550
13,93551
13,93552
13,93554
13,93556
13,93558
13,93560
13,93564
13,93566
13,93570
13,93572
13,93576
13,93578
13,93582
13,93586
13,93590
13,93592
13,93594
13,93596
13,93600
13,93604
13,93606
13,93608
13,93609
13,93610
13,93612
13,93614
13,93618
13,93619
13,93620
13,93626
13,93628
13,93632
13,93634
13,93648
13,93658
13,93660
13,93661
13,93662
13,93670
13,93672
13,93677
13,93690
13,93694
13,93700
13,93702
13,93704
13,93706
13,93708
13,93710
13,93712
13,93714
13,93716
13,93718
13,93720
13,93722
13,93724
13,93726
13,93728
13,93730
13,93732
13,93734
13,93736
13,93738
13,93740
13,93742
13,93744
13,93746
13,93748
13,93750
13,93752
13,93754
13,93756
13,93758
13,93760
13,93762
13,93764
13,93900
13,93902
13,93904
13,93906
13,93908
13,93910
13,93912
13,93914
13,93916
13,93990
13,94000
13,94007
13,94009
13,94200
13,94300
13,94500
13,94507
13,94509
13,94600
13,94650
13,94700
13,94707
13,94709
13,94750
13,94760
13,94800
13,94807
13,94809
13,94850
13,94900
13,94950
13,95000
13,95007
13,95008
13,95009
13,95300
13,95400
13,95407
13,95409
13,95500
13,95600
13,95700
13,95707
13,95709
13,95800
13,95900
13,96000
13,96007
13,96008
13,96009
13,96100
13,96107
13,96108
13,96109
13,96150
13,96200
13,96250
13,96300
13,96307
13,96309
13,96350
13,96400
13,96410
13,96500
13,96507
13,96508
13,96509
13,96600
13,96700
13,96707
13,96709
13,96800
13,96807
13,96809
13,96850
13,96900
13,96950
13,97000
13,97007
13,97008
13,97009
13,97010
13,97011
13,97012
13,97013
13,97014
13,97015
13,97100
13,97200
13,97300
13,98000
13,98007
13,98008
13,98009
13,98050
13,98057
13,98058
13,98059
13,98100
13,98107
13,98109
13,98150
13,98157
13,98159
13,98200
13,98300
13,98700
13,98707
13,98708
13,98709
13,98750
13,98800
13,98850
13,98857
13,98859
